DateTime,PM25_ug_m3,ET_C,RH_pct,WS_km_h,WD_deg,Location
2026/06/13 05:00,1.95,6.33,99.9,11.883,310.651,Airdrie
2026/06/18 04:00,1.951,8.428,99.855,9.512,299.961,Airdrie
2026/06/16 17:00,1.956,12.83,85.967,22.059,341.948,Airdrie
2026/06/02 01:00,1.966,7.377,99.8,27.595,342.345,Airdrie
2026/06/02 07:00,1.966,7.282,99.801,26.877,347.093,Airdrie
2026/06/10 14:00,1.968,12.438,63.787,31.96,331.721,Calgary Central
2026/06/08 16:00,1.974,19.44,15.418,10.296,277.727,Calgary Northwest
2026/06/08 10:00,1.976,15.594,28.086,19.597,268.23,Airdrie
2026/06/18 06:00,1.977,8.803,99.891,9.376,334.407,Airdrie
2026/06/09 19:00,1.983,15.363,43.607,20.258,337.762,Calgary Central
2026/06/17 21:00,1.986,11.107,99.854,7.743,339.417,Airdrie
2026/06/17 07:00,1.988,10.5,63.717,7.147,288.447,Calgary Northwest
2026/06/02 02:00,1.99,7.799,99.7,20.607,328.358,Calgary Southeast
2026/06/17 12:00,1.992,13.138,56.591,19.781,339.81,Calgary Northwest
2026/06/06 06:00,1.993,6.467,72.828,3.61,226.232,Airdrie
2026/06/11 22:00,1.993,9.215,99.803,12.736,290.306,Airdrie
2026/06/17 19:00,1.996,10.348,99.83,10.399,10.591,Airdrie
2026/06/09 15:00,2,18.785,28.469,3.063,189.724,Calgary Central
2026/06/06 05:00,2.003,6.398,78.034,3.916,181.963,Airdrie
2026/06/16 16:00,2.003,13.541,86.894,11.285,336.508,Airdrie
2026/06/28 13:00,2.007,12.09,87.446,22.708,325.367,Calgary Northwest
2026/06/02 01:00,2.009,7.641,99.2,30.303,330.003,Calgary Central
2026/06/02 00:00,2.01,7.532,99.198,29.006,327.125,Calgary Central
2026/06/11 23:00,2.01,9.181,99.858,13.457,295.255,Airdrie
2026/06/02 06:00,2.011,7.596,99.342,23.807,334.315,Calgary Central
2026/06/02 07:00,2.012,7.534,99.215,22.728,331.801,Calgary Central
2026/06/16 18:00,2.013,10.758,78.617,14.899,328.412,Calgary Northwest
2026/06/28 10:00,2.02,11.44,99.8,27.151,332.566,Airdrie
2026/06/01 13:00,2.022,7.035,99.376,34.091,327.663,Calgary Central
2026/06/07 18:00,2.027,9.225,72.783,10.132,343.793,Calgary Central
2026/06/02 22:00,2.029,7.57,99.8,14.104,348.228,Airdrie
2026/06/07 07:00,2.031,6.905,99.906,17.698,302.65,Airdrie
2026/06/17 00:00,2.031,11.312,59.706,9.182,273.235,Calgary Southeast
2026/06/17 07:00,2.031,11.928,50.742,12.681,322.652,Calgary Central
2026/06/01 23:00,2.042,7.449,99.207,28.955,326.754,Calgary Central
2026/06/06 23:00,2.043,8.299,73.801,3.918,268.804,Calgary Northwest
2026/06/09 19:00,2.043,14.68,57.75,14.039,332.063,Calgary Northwest
2026/06/10 16:00,2.045,14.601,43.88,26.609,331.129,Calgary Southeast
2026/06/02 16:00,2.053,8.479,99.8,26.558,355.46,Airdrie
2026/06/05 18:00,2.066,13.671,40.736,29.487,271.584,Airdrie
2026/06/17 18:00,2.068,14.153,62.546,22.2,13.09,Airdrie
2026/06/12 12:00,2.077,9.708,71.726,18.809,352.33,Airdrie
2026/06/12 15:00,2.077,11.53,57.231,16.181,336.215,Calgary Northwest
2026/06/10 13:00,2.079,12.261,62.523,23.44,326.585,Calgary Northwest
2026/06/11 16:00,2.08,10.412,99.827,16.964,11.256,Airdrie
2026/06/13 03:00,2.08,6.736,99.9,12.378,311.475,Airdrie
2026/06/01 16:00,2.09,7.039,99.301,31.105,323.69,Calgary Central
2026/06/02 00:00,2.09,7.209,86.822,20.139,320.554,Calgary Northwest
2026/06/18 01:00,2.091,9.129,99.802,9.396,287.674,Airdrie
2026/06/07 01:00,2.093,6.427,78.974,2.404,310.423,Calgary Northwest
2026/06/08 14:00,2.094,19.397,12.888,6.459,287.15,Calgary Southeast
2026/06/02 23:00,2.097,7.998,99.203,11.185,328.274,Calgary Central
2026/06/08 10:00,2.097,17.13,21.739,13.186,292.031,Calgary Central
2026/06/08 17:00,2.098,20.704,10.698,2.431,274.635,Calgary Southeast
2026/06/10 06:00,2.102,10.276,99.645,8.651,325.067,Calgary Central
2026/06/08 13:00,2.103,19.02,15.025,3.326,317.482,Calgary Southeast
2026/06/17 15:00,2.105,15.596,47.365,22.559,2.559,Airdrie
2026/06/18 03:00,2.113,9.259,99.872,11.313,300.831,Airdrie
2026/06/09 18:00,2.118,16.345,40.647,11.898,318.564,Calgary Northwest
2026/06/10 04:00,2.12,10.32,99.7,5.701,271.608,Calgary Southeast
2026/06/17 15:00,2.122,15.802,47.374,14.793,346.521,Calgary Northwest
2026/06/17 17:00,2.122,16.703,44.711,17.135,15.402,Airdrie
2026/06/28 09:00,2.122,11.468,99.8,24.627,338.597,Airdrie
2026/06/08 16:00,2.126,20.381,12.165,5.379,306.856,Calgary Central
2026/06/09 09:00,2.135,14.604,38.379,8.466,254.637,Calgary Central
2026/06/11 19:00,2.139,11.761,78.331,14.965,344.994,Airdrie
2026/06/11 21:00,2.142,9.708,79.208,3.611,284.97,Calgary Northwest
2026/06/12 22:00,2.142,7.426,96.267,9.806,307.187,Airdrie
2026/06/01 20:00,2.145,7.482,99.241,25.94,321.007,Calgary Central
2026/06/17 14:00,2.147,14.678,50.587,17.315,345.429,Calgary Northwest
2026/06/09 09:00,2.153,13.707,46.044,7.367,242.292,Calgary Northwest
2026/06/11 18:00,2.154,13.141,72.665,10.13,334.554,Calgary Central
2026/06/28 13:00,2.154,12.211,99.101,31.388,333.571,Calgary Central
2026/06/02 01:00,2.155,8.028,99.7,23.59,330.531,Calgary Southeast
2026/06/06 00:00,2.155,8.293,81.643,8.822,356.898,Airdrie
2026/06/01 13:00,2.158,6.773,99.809,35.49,342.823,Airdrie
2026/06/09 18:00,2.158,19.325,22.165,9.024,287.376,Calgary Southeast
2026/06/17 04:00,2.158,9.11,72.965,6.936,271.519,Calgary Northwest
2026/06/09 16:00,2.16,18.585,29.402,4.531,162.798,Calgary Central
2026/06/17 05:00,2.16,9.343,69.785,6.053,267.185,Calgary Northwest
2026/06/16 16:00,2.166,12.672,73.724,5.77,321.726,Calgary Northwest
2026/06/11 17:00,2.167,11.947,71.73,7.31,3.849,Calgary Northwest
2026/06/17 23:00,2.174,10.633,99.811,4.877,265.283,Airdrie
2026/06/10 07:00,2.175,10.401,99.679,11.457,325.377,Calgary Central
2026/06/13 06:00,2.175,8.124,86.616,8.029,343.311,Airdrie
2026/06/07 18:00,2.176,9.905,63.809,10.654,359.952,Calgary Southeast
2026/06/08 21:00,2.178,17.311,19.014,6.58,278.138,Calgary Central
2026/06/17 06:00,2.178,9.432,69.853,6.594,272.204,Calgary Northwest
2026/06/13 02:00,2.179,6.647,99.892,12.276,306.671,Airdrie
2026/06/02 06:00,2.18,7.063,99.8,30.287,342.569,Airdrie
2026/06/08 18:00,2.18,20.094,12.343,7.35,268.302,Calgary Central
2026/06/11 23:00,2.183,8.601,86.741,5.778,286.826,Calgary Northwest
2026/06/11 16:00,2.184,13.51,59.101,13.373,2.185,Calgary Northwest
2026/06/17 16:00,2.189,16.325,45.714,16.546,358.014,Airdrie
2026/06/02 00:00,2.19,7.449,99.8,29.365,339.394,Airdrie
2026/06/07 06:00,2.194,5.069,99.426,8.393,294.691,Airdrie
2026/06/11 21:00,2.194,9.954,97.543,8.136,318.739,Calgary Central
2026/06/07 13:00,2.197,7.702,99.844,8.046,345.399,Calgary Central
2026/06/07 09:00,2.198,10.618,47.823,8.964,339.904,Calgary Southeast
2026/06/17 15:00,2.198,15.608,42.04,22,353.963,Calgary Central
2026/06/08 11:00,2.199,17.814,19.817,9.716,292.354,Calgary Central
2026/06/10 05:00,2.209,9.297,83.918,3.199,293.525,Calgary Northwest
2026/06/01 23:00,2.211,7.497,99.8,29.64,339.221,Airdrie
2026/06/17 10:00,2.218,13.428,50.081,24.031,338.811,Calgary Central
2026/06/16 14:00,2.219,13.543,82.744,30.348,8.533,Airdrie
2026/06/07 06:00,2.224,3.843,76.521,3.847,292.328,Calgary Northwest
2026/06/01 17:00,2.234,7.383,99.344,29.249,325.519,Calgary Central
2026/06/02 00:00,2.235,7.899,99.7,22.28,327.878,Calgary Southeast
2026/06/01 21:00,2.237,7.469,99.284,28.69,320.553,Calgary Central
2026/06/13 00:00,2.238,6.248,99.87,11.509,292.927,Airdrie
2026/06/10 08:00,2.239,9.658,82.238,13.382,330.939,Calgary Northwest
2026/06/28 11:00,2.249,11.393,99.8,27.624,332.697,Airdrie
2026/06/02 09:00,2.252,8.609,99.801,23.206,333.403,Calgary Southeast
2026/06/27 00:00,2.252,14.546,62.652,10.547,292.1,Airdrie
2026/06/12 21:00,2.253,10.241,56.883,14.937,330.972,Calgary Central
2026/06/13 16:00,2.254,18.236,24.556,3.383,255.166,Airdrie
2026/06/10 21:00,2.255,12.074,63.582,8.127,292.893,Calgary Northwest
2026/06/28 16:00,2.256,14.529,99.501,19.057,357.87,Calgary Southeast
2026/06/17 12:00,2.259,13.507,51.839,30.486,344.292,Calgary Central
2026/06/11 23:00,2.26,9.874,99.854,9.722,275.803,Calgary Southeast
2026/06/01 14:00,2.262,6.746,99.804,33.74,342.753,Airdrie
2026/06/11 13:00,2.269,16.346,40.763,15.539,4.612,Airdrie
2026/06/13 01:00,2.272,6.459,99.889,11.718,300.787,Airdrie
2026/06/07 00:00,2.274,7.247,77.608,2.249,261.069,Calgary Northwest
2026/06/18 07:00,2.274,8.949,99.857,15.592,337.062,Airdrie
2026/06/02 08:00,2.275,8.202,99.741,23.881,330.945,Calgary Southeast
2026/06/10 03:00,2.275,10.53,99.777,6.681,297.56,Calgary Southeast
2026/06/17 13:00,2.275,13.936,48.223,27.84,342.408,Calgary Central
2026/06/11 19:00,2.278,12.831,71.562,11.193,359.131,Calgary Central
2026/06/17 03:00,2.281,9.38,72.538,6.218,274.776,Calgary Northwest
2026/06/08 15:00,2.288,19.569,11.602,9.223,331.799,Calgary Southeast
2026/06/08 22:00,2.289,15.798,21.954,5.891,212.474,Calgary Southeast
2026/06/10 21:00,2.29,11.195,79.56,13.362,310.41,Airdrie
2026/06/12 19:00,2.297,11.244,54.643,20.597,1.7,Calgary Central
2026/06/13 14:00,2.297,16.413,31.358,5.838,64.656,Airdrie
2026/06/17 05:00,2.302,11.36,51.849,7.762,287.19,Calgary Southeast
2026/06/17 10:00,2.303,13.317,54.062,17.674,331.155,Calgary Northwest
2026/06/13 15:00,2.306,17.483,27.104,4.354,35.559,Airdrie
2026/06/10 06:00,2.309,9.318,83.108,5.558,274.745,Calgary Northwest
2026/06/11 22:00,2.309,10.129,99.676,7.618,300.768,Calgary Central
2026/06/18 02:00,2.312,9.433,99.811,10.573,290.377,Airdrie
2026/06/07 02:00,2.313,5.269,82.824,3.514,290.899,Calgary Northwest
2026/06/07 12:00,2.316,12.828,34.882,4.342,273.545,Calgary Southeast
2026/06/09 16:00,2.316,19.679,25.036,1.826,150.202,Calgary Southeast
2026/06/10 22:00,2.317,11.224,69.139,7.078,292.743,Calgary Northwest
2026/06/13 17:00,2.317,18.27,23.307,6.846,72.797,Airdrie
2026/06/07 19:00,2.319,10.336,55.13,10.061,340.154,Calgary Southeast
2026/06/28 01:00,2.32,10.295,99.869,10.517,310.745,Airdrie
2026/06/12 23:00,2.322,6.615,99.893,10.569,303.282,Airdrie
2026/06/02 11:00,2.325,8.336,80.827,17.009,322.977,Calgary Northwest
2026/06/27 23:00,2.329,12.407,90.824,9.608,351.136,Airdrie
2026/06/12 19:00,2.33,10.083,78.832,19.365,356.791,Airdrie
2026/06/17 11:00,2.33,13.344,51.049,28.727,344.287,Calgary Central
2026/06/17 16:00,2.331,16.365,45.938,10.917,338.829,Calgary Northwest
2026/06/02 20:00,2.332,9.002,99.702,14.492,336.161,Calgary Southeast
2026/06/01 15:00,2.341,6.877,99.803,32.632,341.143,Airdrie
2026/06/28 08:00,2.341,11.853,99.838,23.544,339.067,Airdrie
2026/06/05 22:00,2.358,11.593,34.798,7.19,260.738,Calgary Central
2026/06/02 06:00,2.36,7.974,99.756,17.163,334.899,Calgary Southeast
2026/06/08 01:00,2.362,9.097,90.097,3.852,96.406,Calgary Southeast
2026/06/12 11:00,2.363,10.04,69.72,18.337,359.074,Airdrie
2026/06/10 22:00,2.365,10.734,84.115,13.838,317.693,Airdrie
2026/06/11 23:00,2.365,9.877,99.684,9.233,305.612,Calgary Central
2026/06/08 16:00,2.366,19.872,12.114,3.518,310.986,Calgary Southeast
2026/06/01 19:00,2.369,7.531,99.274,26.903,322.295,Calgary Central
2026/06/12 19:00,2.371,11.229,57.89,14.216,352.141,Calgary Northwest
2026/06/17 09:00,2.372,12.842,54.19,12.519,323.034,Calgary Northwest
2026/06/13 19:00,2.376,18.047,23.113,7.501,78.652,Airdrie
2026/06/11 17:00,2.378,14.211,52.513,15.014,2.388,Calgary Southeast
2026/06/12 10:00,2.379,9.472,83.618,14.548,354.694,Airdrie
2026/06/14 09:00,2.385,18.49,28.681,12.064,346.599,Airdrie
2026/06/02 11:00,2.387,8.311,99.866,30.789,352.898,Airdrie
2026/06/10 18:00,2.387,14.801,49.951,19.876,327.874,Calgary Northwest
2026/06/10 18:00,2.389,14.765,46.526,25.784,330.765,Calgary Central
2026/06/17 11:00,2.392,13.083,56.029,20.272,339.062,Calgary Northwest
2026/06/02 15:00,2.397,8.464,99.8,28.372,356.987,Airdrie
2026/06/02 10:00,2.399,8.709,99.81,22.407,335.77,Calgary Southeast
2026/06/10 08:00,2.4,10.113,99.447,18.448,335.914,Calgary Central
2026/06/08 03:00,2.404,8.03,80.027,1.733,146.101,Calgary Northwest
2026/06/13 07:00,2.404,10.013,70.985,11.283,346.978,Airdrie
2026/06/17 13:00,2.405,13.583,54.01,20.683,340.165,Calgary Northwest
2026/06/08 06:00,2.408,8.396,99.904,6.025,225.372,Calgary Southeast
2026/06/16 17:00,2.408,14.566,60.457,14.905,338.164,Calgary Northwest
2026/06/01 16:00,2.415,7.294,99.826,30.478,341.944,Airdrie
2026/06/11 02:00,2.416,9.892,81.898,15.551,311.487,Airdrie
2026/06/28 00:00,2.419,10.255,99.844,8.314,313.31,Airdrie
2026/06/08 04:00,2.42,7.735,80.328,3.245,166.673,Calgary Northwest
2026/06/10 21:00,2.421,12.466,58.825,11.351,323.053,Calgary Central
2026/06/11 01:00,2.423,8.924,97.072,15.046,296.231,Airdrie
2026/06/13 13:00,2.424,15.683,35.048,6.197,7.259,Airdrie
2026/06/06 07:00,2.438,7.946,66.068,3.459,199.04,Airdrie
2026/06/07 07:00,2.439,7.286,69.521,12.265,318.127,Calgary Northwest
2026/06/27 20:00,2.439,16.411,56.871,14.721,359.702,Airdrie
2026/06/01 22:00,2.441,7.328,99.8,28.103,339.813,Airdrie
2026/06/13 18:00,2.448,18.094,22.674,8.347,55.297,Airdrie
2026/06/02 11:00,2.451,8.782,99.574,27.139,338.154,Calgary Central
2026/06/11 20:00,2.451,9.299,99.817,11.004,327.943,Airdrie
2026/06/10 20:00,2.455,11.995,78.677,13.783,323.657,Airdrie
2026/06/01 19:00,2.459,7.53,99.8,28.842,337.927,Airdrie
2026/06/01 18:00,2.46,7.559,99.3,29.274,324.766,Calgary Central
2026/06/09 20:00,2.462,16.053,36.496,14.92,326.065,Calgary Southeast
2026/06/17 22:00,2.464,11.114,99.839,3.573,347.996,Airdrie
2026/06/28 13:00,2.468,12.671,99.6,27.99,331.669,Calgary Southeast
2026/06/17 08:00,2.473,12.102,54.841,10.934,312.385,Calgary Northwest
2026/06/27 09:00,2.483,14.189,99.965,14.749,326.189,Airdrie
2026/06/16 17:00,2.484,14.904,63.122,21.534,344.053,Calgary Central
2026/06/02 18:00,2.486,8.339,99.166,16.511,348.251,Calgary Central
2026/06/17 16:00,2.487,16.826,40.611,17.034,349.415,Calgary Central
2026/06/01 20:00,2.491,7.504,99.8,30.57,337.036,Airdrie
2026/06/07 06:00,2.493,5.705,90.449,7.994,323.027,Calgary Central
2026/06/12 14:00,2.493,11.105,59.154,10.472,346.132,Calgary Northwest
2026/06/02 21:00,2.496,8.561,99.705,14.197,340.035,Calgary Southeast
2026/06/01 21:00,2.497,7.35,99.8,30.48,336.339,Airdrie
2026/06/10 13:00,2.5,10.938,97.219,24.155,334.972,Airdrie
2026/06/05 19:00,2.502,12.628,41.404,17.118,249.283,Calgary Northwest
2026/06/07 12:00,2.503,6.821,69.517,2.921,245.6,Calgary Northwest
2026/06/13 08:00,2.503,11.034,65.545,15.162,346.373,Airdrie
2026/06/28 05:00,2.507,12.056,70.378,13.502,318.443,Calgary Northwest
2026/06/01 02:00,2.512,4.597,99.858,27.037,325.505,Airdrie
2026/06/28 05:00,2.514,11.737,99.9,20.708,340.963,Airdrie
2026/06/27 01:00,2.515,13.223,88.437,10.184,290.412,Airdrie
2026/06/07 03:00,2.518,4.321,84.688,2.183,296.356,Calgary Northwest
2026/06/11 15:00,2.521,12.509,90.508,18.088,6.597,Airdrie
2026/06/11 03:00,2.522,10.08,82.849,13.061,297.837,Airdrie
2026/06/10 05:00,2.526,10.323,99.738,5.333,289.454,Calgary Southeast
2026/06/13 12:00,2.529,14.671,38.368,9.999,359.639,Airdrie
2026/06/16 13:00,2.532,14.457,78.201,34.306,14.054,Airdrie
2026/06/10 15:00,2.535,13.876,48.577,20.064,321.24,Calgary Southeast
2026/06/12 13:00,2.535,10.966,56.731,19.498,343.98,Calgary Central
2026/06/12 02:00,2.536,8.868,99.701,8.106,321.297,Calgary Central
2026/06/16 15:00,2.536,12.228,76.495,13.491,355.289,Calgary Northwest
2026/06/13 10:00,2.542,13.649,43.649,11.445,339.671,Airdrie
2026/06/27 19:00,2.546,16.818,55.187,18.087,356.51,Airdrie
2026/06/28 07:00,2.549,12.648,69.788,19.447,318.927,Calgary Northwest
2026/06/28 06:00,2.55,11.96,99.904,22.618,337.495,Airdrie
2026/06/28 07:00,2.552,12.265,99.913,23.199,336.684,Airdrie
2026/06/07 13:00,2.554,8.264,79.623,10.888,306.636,Calgary Southeast
2026/06/10 18:00,2.554,14.291,54.803,25.778,338.459,Airdrie
2026/06/14 08:00,2.554,17.419,38.049,5.817,340.353,Airdrie
2026/06/11 20:00,2.556,13.019,51.119,19.604,352.165,Calgary Southeast
2026/06/13 11:00,2.556,13.914,40.442,12.216,4.577,Airdrie
2026/06/08 07:00,2.559,10.357,54.407,6.248,225.247,Calgary Southeast
2026/06/06 09:00,2.563,12.76,39.998,7.689,184.399,Airdrie
2026/06/10 20:00,2.568,12.467,63.781,14.081,323.491,Calgary Northwest
2026/06/27 22:00,2.573,13.499,79.327,9.998,327.949,Airdrie
2026/06/01 03:00,2.575,4.579,99.836,29.316,328.237,Airdrie
2026/06/28 02:00,2.585,10.986,99.889,14.422,315.039,Airdrie
2026/06/11 17:00,2.59,12.378,83.809,13.38,356.246,Calgary Central
2026/06/01 01:00,2.6,4.609,99.866,28.661,337.404,Airdrie
2026/06/02 07:00,2.601,8.032,99.717,19.715,332.661,Calgary Southeast
2026/06/10 13:00,2.602,12.986,65.779,31.813,334.706,Calgary Central
2026/06/08 05:00,2.605,7.269,99.341,3.085,202.368,Calgary Central
2026/06/05 13:00,2.607,20.05,20.084,17.999,252.339,Airdrie
2026/06/17 14:00,2.608,14.543,44.798,24.661,352.244,Calgary Central
2026/06/06 19:00,2.61,11.033,65.047,17.448,8.469,Airdrie
2026/06/06 01:00,2.614,7.86,50.836,1.221,229.938,Calgary Northwest
2026/06/12 13:00,2.619,10.421,60.743,12.76,340.069,Calgary Northwest
2026/06/08 23:00,2.622,12.674,35.298,2.66,284.917,Calgary Northwest
2026/06/12 00:00,2.628,9.405,99.677,7.961,315.501,Calgary Central
2026/06/27 18:00,2.631,16.925,55.32,22.041,3.623,Airdrie
2026/06/07 23:00,2.632,10.559,53.441,3.939,32.654,Calgary Southeast
2026/06/18 19:00,2.632,15.44,34.43,16.174,14.57,Airdrie
2026/06/02 23:00,2.635,7.738,87.793,7.751,321.682,Calgary Northwest
2026/06/12 04:00,2.638,8.288,99.838,11.78,355.506,Airdrie
2026/06/13 09:00,2.64,12.543,56.64,12.621,349.649,Airdrie
2026/06/02 14:00,2.642,8.563,99.82,29.484,355.432,Airdrie
2026/06/11 00:00,2.644,9.129,99.893,14.108,291.947,Airdrie
2026/06/28 06:00,2.644,12.226,69.425,15.116,318.468,Calgary Northwest
2026/06/02 22:00,2.647,8.483,99.7,11.328,333.628,Calgary Southeast
2026/06/17 17:00,2.648,16.258,45.804,6.213,8.514,Calgary Northwest
2026/06/10 11:00,2.65,11.064,70.413,15.949,316.158,Calgary Northwest
2026/06/11 18:00,2.654,13.647,58.36,8.035,9.18,Calgary Southeast
2026/06/10 23:00,2.655,10.664,73.767,10.304,307.851,Calgary Northwest
2026/06/12 01:00,2.661,8.974,99.699,8.091,314.178,Calgary Central
2026/06/12 06:00,2.666,6.871,99.798,9.958,11.106,Airdrie
2026/06/10 10:00,2.673,10.823,99.868,20.471,333.213,Calgary Southeast
2026/06/12 03:00,2.675,9.07,99.726,9.54,319.712,Calgary Central
2026/06/17 21:00,2.675,10.356,84.45,2.742,233.815,Calgary Northwest
2026/06/07 13:00,2.676,7.526,80.626,1.922,81.053,Calgary Northwest
2026/06/28 04:00,2.677,11.448,99.9,16.928,335.326,Airdrie
2026/06/01 17:00,2.679,7.296,99.8,32.002,342.26,Airdrie
2026/06/06 18:00,2.681,11.957,54.504,16.716,328.527,Airdrie
2026/06/10 23:00,2.681,9.984,99.885,16.072,307.287,Airdrie
2026/06/28 12:00,2.681,11.653,86.466,24.628,323.31,Calgary Northwest
2026/06/18 18:00,2.684,15.559,35.422,17.518,354.526,Airdrie
2026/06/13 20:00,2.703,17.407,25.275,7.948,114.514,Airdrie
2026/06/17 20:00,2.703,10.119,83.759,1.578,340.804,Calgary Northwest
2026/06/28 08:00,2.704,12.759,70.684,21.753,325.16,Calgary Northwest
2026/06/01 04:00,2.706,4.585,99.828,31.034,325.381,Airdrie
2026/06/12 07:00,2.706,7.325,99.8,10.657,359.369,Airdrie
2026/06/11 09:00,2.707,12.648,66.554,12.984,332.732,Airdrie
2026/06/11 05:00,2.708,10.208,85.314,13.095,312.804,Airdrie
2026/06/01 05:00,2.709,4.711,99.846,30.309,329.224,Airdrie
2026/06/10 19:00,2.717,12.266,88.49,20.013,336.14,Airdrie
2026/06/11 04:00,2.718,10.252,83.953,14.592,310.226,Airdrie
2026/06/09 08:00,2.72,13.915,36.759,9.763,220.412,Calgary Southeast
2026/06/10 19:00,2.72,13.452,60.758,22.366,337.926,Calgary Central
2026/06/06 16:00,2.723,16.053,25.938,8.887,318.942,Airdrie
2026/06/11 06:00,2.723,10.192,88.784,12.186,319.252,Airdrie
2026/06/02 17:00,2.728,8.547,99.196,17.428,346.27,Calgary Central
2026/06/17 17:00,2.728,16.78,41.879,8.581,349.291,Calgary Central
2026/06/07 04:00,2.736,3.449,87.313,3.97,289.018,Calgary Northwest
2026/06/12 21:00,2.736,9.741,64.497,10.116,319.573,Calgary Northwest
2026/06/17 18:00,2.746,16.489,45.78,6.03,16.66,Calgary Northwest
2026/06/27 00:00,2.748,16.392,47.79,3.911,291.844,Calgary Northwest
2026/06/17 23:00,2.751,9.871,83.704,2.699,292.495,Calgary Northwest
2026/06/12 00:00,2.753,8.284,84.988,5.196,286.967,Calgary Northwest
2026/06/08 04:00,2.755,7.325,99.36,3.541,190.894,Calgary Central
2026/06/11 19:00,2.756,14.083,52.164,11.145,3.035,Calgary Southeast
2026/06/12 18:00,2.758,12.144,43.627,20.119,346.481,Calgary Southeast
2026/06/12 09:00,2.759,8.343,99.896,13.297,355.972,Airdrie
2026/06/05 14:00,2.766,19.38,21.353,17.027,259.475,Airdrie
2026/06/28 16:00,2.768,14.486,98.848,21.901,358.61,Calgary Central
2026/06/12 01:00,2.769,7.635,84.131,5.654,294.863,Calgary Northwest
2026/06/12 04:00,2.775,9.138,99.718,9.936,327.595,Calgary Central
2026/06/01 18:00,2.778,7.361,99.8,31.289,341.066,Airdrie
2026/06/06 15:00,2.778,17.274,22.79,7.081,131.741,Airdrie
2026/06/08 22:00,2.78,14.044,32.438,3.402,314.549,Calgary Northwest
2026/06/28 03:00,2.781,11.346,99.899,13.343,330.83,Airdrie
2026/06/28 12:00,2.781,11.842,99.14,32.026,330.094,Calgary Central
2026/06/09 00:00,2.782,11.22,39.968,2.588,282.447,Calgary Northwest
2026/06/11 14:00,2.788,12.503,75.185,12.166,319.261,Airdrie
2026/06/11 07:00,2.792,10.989,81.805,13.639,320.579,Airdrie
2026/06/18 08:00,2.793,10.041,95.26,17.918,342.023,Airdrie
2026/06/27 09:00,2.793,14.538,99.756,11.188,316.787,Calgary Central
2026/06/09 01:00,2.796,9.893,45.761,3.469,283.805,Calgary Northwest
2026/06/27 21:00,2.799,15.355,70.54,10.38,357.874,Airdrie
2026/06/28 08:00,2.799,12.931,82.306,29.419,333.067,Calgary Central
2026/06/06 08:00,2.8,10.086,51.635,5.964,184.795,Airdrie
2026/06/06 01:00,2.801,7.332,99.817,5.478,7.469,Airdrie
2026/06/12 20:00,2.802,10.382,61.543,13.07,347.975,Calgary Northwest
2026/06/07 07:00,2.803,7.84,76.57,14.023,330.888,Calgary Central
2026/06/01 07:00,2.804,5.834,99.813,33.75,335.723,Airdrie
2026/06/06 10:00,2.806,14.14,35.915,5.854,178.61,Airdrie
2026/06/12 12:00,2.809,10.564,60.725,12.901,345.076,Calgary Northwest
2026/06/10 20:00,2.81,13.066,59.015,19.175,333.621,Calgary Central
2026/06/03 02:00,2.816,7.342,99.8,9.232,350.016,Airdrie
2026/06/09 23:00,2.82,11.812,61.068,5.167,268.545,Calgary Northwest
2026/06/12 20:00,2.83,10.817,57.482,19.373,349.45,Calgary Central
2026/06/28 19:00,2.83,14.863,99.79,26.805,14.034,Airdrie
2026/06/10 09:00,2.834,11.018,99.873,19.639,338.697,Calgary Southeast
2026/06/10 14:00,2.836,13.057,52.477,27.045,332.699,Calgary Southeast
2026/06/09 09:00,2.837,14.073,42.138,15.125,235.592,Airdrie
2026/06/12 02:00,2.837,7.366,83.492,5.484,304.391,Calgary Northwest
2026/06/01 06:00,2.842,5.09,99.81,32.261,331.627,Airdrie
2026/06/06 13:00,2.842,16.461,24.263,7.635,115.053,Airdrie
2026/06/10 11:00,2.842,11.398,95.811,20.939,322.398,Calgary Central
2026/06/16 18:00,2.842,11.112,97.51,24.266,342.078,Calgary Central
2026/06/13 21:00,2.844,15.627,31.19,5.523,129.554,Airdrie
2026/06/04 13:00,2.846,18.46,40.254,7.588,346.672,Calgary Northwest
2026/06/01 12:00,2.85,7.123,99.817,37.608,345.032,Airdrie
2026/06/11 08:00,2.85,11.837,73.702,12.491,330.745,Airdrie
2026/06/12 00:00,2.85,9.271,99.8,8.734,269.045,Calgary Southeast
2026/06/02 23:00,2.851,7.599,99.8,11.911,357.871,Airdrie
2026/06/09 05:00,2.852,9.159,51.627,3.727,359.61,Airdrie
2026/06/17 06:00,2.857,11.968,47.232,7.599,293.225,Calgary Southeast
2026/06/27 01:00,2.857,15.038,55.458,5.424,293.519,Calgary Northwest
2026/06/28 16:00,2.858,14.416,99.794,29.011,14.859,Airdrie
2026/06/11 12:00,2.859,15.558,45.766,18.644,353.939,Airdrie
2026/06/18 20:00,2.859,14.734,39.583,11.768,23.903,Airdrie
2026/06/06 01:00,2.86,8.329,51.146,3.64,351.862,Calgary Central
2026/06/06 21:00,2.863,10.107,76.417,11.394,340.73,Airdrie
2026/06/28 06:00,2.863,12.652,73.357,22.778,328.157,Calgary Central
2026/06/02 13:00,2.866,7.981,99.801,28.893,351.97,Airdrie
